guid,Word,Reading,Meaning,Level,ReadingType,Pattern,Rules,KanjiDetail
kk_参る_まいる,参る,まいる,参:◆行く、行って加わる◆行って目見(まみ)える、拝謁(ハイエツ)する、拝謁するために行く◆幾つものものを引き合わせて比べる◆三、「三」の大写字(「一」は「壹」・「,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),参:◆行く、行って加わる◆行って目見(まみ)える、拝謁(ハイエツ)する、拝謁するために行く◆幾つものものを引き合わせて比べる◆三、「三」の大写字(「一」は「壹」・「
kk_参加_さんか,参加,さんか,参:◆行く、行って加わる◆行って目見(まみ)える、拝謁(ハイエツ)する、拝謁するために行く◆幾つものものを引き合わせて比べる◆三、「三」の大写字(「一」は「壹」・「; 加:◆足(た)す、付け足す、継(つ)ぎ足す、注(つ)ぎ足す◆増(ふ)やす、増える◆その上に～、その上更に～,N4,on,on+on,A3_short_compound(on+on 71%) | B_verb_rad_力(kun 80%),参:◆行く、行って加わる◆行って目見(まみ)える、拝謁(ハイエツ)する、拝謁するために行く◆幾つものものを引き合わせて比べる◆三、「三」の大写字(「一」は「壹」・「; 加:◆足(た)す、付け足す、継(つ)ぎ足す、注(つ)ぎ足す◆増(ふ)やす、増える◆その上に～、その上更に～
kk_又は_または,又は,または,又:◆また、その上に、更に、再び、重(かさ)ねて、加えて[†同じことが繰り返されること・同じことが以降も繰り返し続くことをいう†]◆[日]また・は、Ａ或いはＢ、Aか,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),又:◆また、その上に、更に、再び、重(かさ)ねて、加えて[†同じことが繰り返されること・同じことが以降も繰り返し続くことをいう†]◆[日]また・は、Ａ或いはＢ、Aか
kk_反対_はんたい,反対,はんたい,反:◆覆(くつがえ)る、表裏が逆になる、ひっくり返る◆逆(ギャク)、逆である、「反対(ハンタイ)」、「【韓非子:卷十八:六反】害者利之反也…亂者治之反也」◆背(そむ; 対:◆向かい合う、向き合う◆二つで一組になるもの◆二つを並べ比較する◆問いに答える、依頼や指示に応(こた)える、相手からの働きかけに応(おう)じた結果を返す,N4,on,on+on,,反:◆覆(くつがえ)る、表裏が逆になる、ひっくり返る◆逆(ギャク)、逆である、「反対(ハンタイ)」、「【韓非子:卷十八:六反】害者利之反也…亂者治之反也」◆背(そむ; 対:◆向かい合う、向き合う◆二つで一組になるもの◆二つを並べ比較する◆問いに答える、依頼や指示に応(こた)える、相手からの働きかけに応(おう)じた結果を返す
kk_収入_しゅうにゅう,収入,しゅうにゅう,収:◆あちこちから取り集めて一カ所に纏(まと)める◆収穫したものを一カ所に集める、また役所がその一部を取り立てて公庫(政府の倉庫など)に入れる◆罪人を捕(とら)らえ; 入:◆範囲・領域・組織や区切り・境界の外(外側、外部、表側、向こう側、公のところ)から内(内側、内部、裏側、こちら側、私的なところ)に移る、また移す、内から外へ移る,N4,on,on+on,,収:◆あちこちから取り集めて一カ所に纏(まと)める◆収穫したものを一カ所に集める、また役所がその一部を取り立てて公庫(政府の倉庫など)に入れる◆罪人を捕(とら)らえ; 入:◆範囲・領域・組織や区切り・境界の外(外側、外部、表側、向こう側、公のところ)から内(内側、内部、裏側、こちら側、私的なところ)に移る、また移す、内から外へ移る
kk_取り替える_とりかえる,取り替える,とりかえる,取:◆捕(つか)まえる、捕(と)らえる、縄(なわ)を掛ける◆手に入れる、手の中に収(おさ)める、手で受ける◆(多くの中から一部を、或いは一つを)選ぶ、選択する◆娶(; 替:◆廃(すた)る、衰(おとろ)える、用を成(な)さなくなる、「衰替(スイタイ)」◆それまでのもの(今あるもの)や廃れたもの(衰えたもの、用を成さないもの)を別のも,N4,kun,kun+kun~,IL1_okurigana(kun 96%) | A1_compound_oku(kun 90%) | A1_on_kun_mix(on+kun 65%),取:◆捕(つか)まえる、捕(と)らえる、縄(なわ)を掛ける◆手に入れる、手の中に収(おさ)める、手で受ける◆(多くの中から一部を、或いは一つを)選ぶ、選択する◆娶(; 替:◆廃(すた)る、衰(おとろ)える、用を成(な)さなくなる、「衰替(スイタイ)」◆それまでのもの(今あるもの)や廃れたもの(衰えたもの、用を成さないもの)を別のも
kk_受ける_うける,受ける,うける,受:◆他から渡されたものを掌(てのひら)に載(の)せる、また手に納(おさ)める◆授(さず)かる、手渡しで与えられる◆蒙(こうむ)る◆容認する,N4,kun,kun,IL1_okurigana(kun 96%) | IL2_single_okuri(kun 96%),受:◆他から渡されたものを掌(てのひら)に載(の)せる、また手に納(おさ)める◆授(さず)かる、手渡しで与えられる◆蒙(こうむ)る◆容認する
kk_受付_うけつけ,受付,うけつけ,受:◆他から渡されたものを掌(てのひら)に載(の)せる、また手に納(おさ)める◆授(さず)かる、手渡しで与えられる◆蒙(こうむ)る◆容認する; 付:◆手ずから授(さず)ける、直接手を取って与える、同「仅」◆渡し与える、渡して任せる、委(ゆだ)ねる◆[日]他のものに加える、また添える、また足す、同「附」,N4,kun,kun+kun~,,受:◆他から渡されたものを掌(てのひら)に載(の)せる、また手に納(おさ)める◆授(さず)かる、手渡しで与えられる◆蒙(こうむ)る◆容認する; 付:◆手ずから授(さず)ける、直接手を取って与える、同「仅」◆渡し与える、渡して任せる、委(ゆだ)ねる◆[日]他のものに加える、また添える、また足す、同「附」
kk_受付係_うけつけがかり,受付係,うけつけがかり,受:◆他から渡されたものを掌(てのひら)に載(の)せる、また手に納(おさ)める◆授(さず)かる、手渡しで与えられる◆蒙(こうむ)る◆容認する; 付:◆手ずから授(さず)ける、直接手を取って与える、同「仅」◆渡し与える、渡して任せる、委(ゆだ)ねる◆[日]他のものに加える、また添える、また足す、同「附」; 係:◆切れている糸を(途切れているものを)繋(つな)ぐ、繋いで結び付ける、途切れないように継(つ)ぐ、同「系」◆関わる、関わりを持つ、繋がりを持つ、同「系」◆簡「系,N4,other,mixed+mixed+mixed~,A4_multi_on(on+on+on 65%),受:◆他から渡されたものを掌(てのひら)に載(の)せる、また手に納(おさ)める◆授(さず)かる、手渡しで与えられる◆蒙(こうむ)る◆容認する; 付:◆手ずから授(さず)ける、直接手を取って与える、同「仅」◆渡し与える、渡して任せる、委(ゆだ)ねる◆[日]他のものに加える、また添える、また足す、同「附」; 係:◆切れている糸を(途切れているものを)繋(つな)ぐ、繋いで結び付ける、途切れないように継(つ)ぐ、同「系」◆関わる、関わりを持つ、繋がりを持つ、同「系」◆簡「系
kk_受話器_じゅわき,受話器,じゅわき,受:◆他から渡されたものを掌(てのひら)に載(の)せる、また手に納(おさ)める◆授(さず)かる、手渡しで与えられる◆蒙(こうむ)る◆容認する; 話:◆言葉にして言う、言葉で告げる、語(かた)る、またその言葉、同「𦧵(舙)」◆語られた(語られている)こと、物語(ものがたり); 器:◆入れもの、(周りや底を囲って)中にものを入れるためのもの、「食器(ショッキ)」◆中に入る量、ものを受け入れることができる量、入れ物の大きさ、「器量(キリョウ),N4,on,on+on+on,A4_multi_on(on+on+on 65%) | B_verb_rad_言(kun 80%),受:◆他から渡されたものを掌(てのひら)に載(の)せる、また手に納(おさ)める◆授(さず)かる、手渡しで与えられる◆蒙(こうむ)る◆容認する; 話:◆言葉にして言う、言葉で告げる、語(かた)る、またその言葉、同「𦧵(舙)」◆語られた(語られている)こと、物語(ものがたり); 器:◆入れもの、(周りや底を囲って)中にものを入れるためのもの、「食器(ショッキ)」◆中に入る量、ものを受け入れることができる量、入れ物の大きさ、「器量(キリョウ)
kk_口に合う_くちにあう,口に合う,くちにあう,口:◆動物の食べたり声を発したりするための器官◆ものが出入りするために空(あ)けた(空いた)ところ、(口のように)全体の内の一部空いたところ◆言葉、言葉を発する、語; 合:◆人や物が集まって一緒になる、また一つになる◆幾つかのものを集め一緒にする、幾つかのものが集まり同じになる◆同じものを纏(まと)めた全体◆ぴったりと一致する、当,N4,mixed,on+kun~,IL1_okurigana(kun 96%) | A1_compound_oku(kun 90%) | A1_on_kun_mix(on+kun 65%),口:◆動物の食べたり声を発したりするための器官◆ものが出入りするために空(あ)けた(空いた)ところ、(口のように)全体の内の一部空いたところ◆言葉、言葉を発する、語; 合:◆人や物が集まって一緒になる、また一つになる◆幾つかのものを集め一緒にする、幾つかのものが集まり同じになる◆同じものを纏(まと)めた全体◆ぴったりと一致する、当
